date,day,town,description,traffic,type
2019-03-29,Friday,Princeton ,Route 1,321,Combination
2019-03-29,Friday,T22 MD,NA,NA,Pass. Veh
2019-03-29,Friday,T22 MD,NA,NA,SU Trucks
2019-03-29,Friday,T22 MD,NA,NA,Combination
2019-03-29,Friday,Vassalboro ,Routes 100 & 201,4667,Pass. Veh
2019-03-29,Friday,Vassalboro ,Routes 100 & 201,65,SU Trucks
2019-03-29,Friday,Vassalboro ,Routes 100 & 201,89,Combination
2019-03-29,Friday,Wilton ,Routes 2 & 17,2547,Pass. Veh
2019-03-29,Friday,Wilton ,Routes 2 & 17,75,SU Trucks
2019-03-29,Friday,Wilton ,Routes 2 & 17,419,Combination
2019-03-29,Friday,Wiscasset ,Route 1,16250,Pass. Veh
2019-03-29,Friday,Wiscasset ,Route 1,300,SU Trucks
2019-03-29,Friday,Wiscasset ,Route 1,372,Combination
2019-03-29,Friday,York ,Route 1,7184,Pass. Veh
2019-03-29,Friday,York ,Route 1,151,SU Trucks
2019-03-29,Friday,York ,Route 1,80,Combination
2019-03-30,Saturday,Auburn ,Veterans Bridge,NA,Pass. Veh
2019-03-30,Saturday,Auburn ,Veterans Bridge,NA,SU Trucks
2019-03-30,Saturday,Auburn ,Veterans Bridge,NA,Combination
2019-03-30,Saturday,Bangor ,I-95,45531,Pass. Veh
2019-03-30,Saturday,Bangor ,I-95,3161,SU Trucks
2019-03-30,Saturday,Bangor ,I-95,1357,Combination
2019-03-30,Saturday,Brewer ,I-395,27626,Pass. Veh
2019-03-30,Saturday,Brewer ,I-395,788,SU Trucks
2019-03-30,Saturday,Brewer ,I-395,456,Combination
2019-03-30,Saturday,Brunswick ,I-295,38308,Pass. Veh
2019-03-30,Saturday,Brunswick ,I-295,775,SU Trucks
2019-03-30,Saturday,Brunswick ,I-295,1152,Combination
2019-03-30,Saturday,Carmel ,I-95 NB,8407,Pass. Veh
2019-03-30,Saturday,Carmel ,I-95 NB,205,SU Trucks
2019-03-30,Saturday,Carmel ,I-95 NB,515,Combination
2019-03-30,Saturday,Carmel ,I-95 SB,7868,Pass. Veh
2019-03-30,Saturday,Carmel ,I-95 SB,454,SU Trucks
2019-03-30,Saturday,Carmel ,I-95 SB,599,Combination
2019-03-30,Saturday,Freeport ,I-295,43697,Pass. Veh
2019-03-30,Saturday,Freeport ,I-295,696,SU Trucks
2019-03-30,Saturday,Freeport ,I-295,1118,Combination
2019-03-30,Saturday,Howland ,I-95 NB,3483,Pass. Veh
2019-03-30,Saturday,Howland ,I-95 NB,94,SU Trucks
2019-03-30,Saturday,Howland ,I-95 NB,301,Combination
2019-03-30,Saturday,Howland ,I-95 SB,3414,Pass. Veh
2019-03-30,Saturday,Howland ,I-95 SB,110,SU Trucks
2019-03-30,Saturday,Howland ,I-95 SB,357,Combination
2019-03-30,Saturday,Kittery ,I-95,67693,Pass. Veh
2019-03-30,Saturday,Kittery ,I-95,2246,SU Trucks
2019-03-30,Saturday,Kittery ,I-95,3167,Combination
2019-03-30,Saturday,Portland ,1-295 1,40900,Pass. Veh
2019-03-30,Saturday,Portland ,1-295 1,1145,SU Trucks
2019-03-30,Saturday,Portland ,1-295 1,973,Combination
2019-03-30,Saturday,Portland ,I-295 2,58706,Pass. Veh
2019-03-30,Saturday,Portland ,I-295 2,1580,SU Trucks
2019-03-30,Saturday,Portland ,I-295 2,1107,Combination
2019-03-30,Saturday,Portland ,I-295 3,59759,Pass. Veh
2019-03-30,Saturday,Portland ,I-295 3,2445,SU Trucks
2019-03-30,Saturday,Portland ,I-295 3,1302,Combination
2019-03-30,Saturday,Saco ,I-195,8993,Pass. Veh
2019-03-30,Saturday,Saco ,I-195,110,SU Trucks
2019-03-30,Saturday,Saco ,I-195,25,Combination
2019-03-30,Saturday,South Portland,NA,71225,Pass. Veh
2019-03-30,Saturday,South Portland,NA,973,SU Trucks
2019-03-30,Saturday,South Portland,NA,1019,Combination
2019-03-30,Saturday,Lewiston ,SR 196,NA,Pass. Veh
2019-03-30,Saturday,Lewiston ,SR 196,NA,SU Trucks
2019-03-30,Saturday,Lewiston ,SR 196,NA,Combination
2019-03-30,Saturday,Berwick ,SR4,NA,Pass. Veh
2019-03-30,Saturday,Berwick ,SR4,NA,SU Trucks
2019-03-30,Saturday,Berwick ,SR4,NA,Combination
2019-03-30,Saturday,Abbott ,Routes 6&15&16,2036,Pass. Veh
2019-03-30,Saturday,Abbott ,Routes 6&15&16,14,SU Trucks
2019-03-30,Saturday,Abbott ,Routes 6&15&16,121,Combination
2019-03-30,Saturday,Mattawamkeag ,Route 2,543,Pass. Veh
2019-03-30,Saturday,Mattawamkeag ,Route 2,6,SU Trucks
2019-03-30,Saturday,Mattawamkeag ,Route 2,15,Combination
2019-03-30,Saturday,New Portland ,Route 27,2024,Pass. Veh
2019-03-30,Saturday,New Portland ,Route 27,33,SU Trucks
2019-03-30,Saturday,New Portland ,Route 27,200,Combination
2019-03-30,Saturday,Princeton ,Route 1,1254,Pass. Veh
2019-03-30,Saturday,Princeton ,Route 1,15,SU Trucks
2019-03-30,Saturday,Princeton ,Route 1,42,Combination
2019-03-30,Saturday,T22 MD,NA,NA,Pass. Veh
2019-03-30,Saturday,T22 MD,NA,NA,SU Trucks
2019-03-30,Saturday,T22 MD,NA,NA,Combination
2019-03-30,Saturday,Vassalboro ,Routes 100 & 201,3248,Pass. Veh
2019-03-30,Saturday,Vassalboro ,Routes 100 & 201,9,SU Trucks
2019-03-30,Saturday,Vassalboro ,Routes 100 & 201,34,Combination
2019-03-30,Saturday,Wilton ,Routes 2 & 17,1852,Pass. Veh
2019-03-30,Saturday,Wilton ,Routes 2 & 17,11,SU Trucks
2019-03-30,Saturday,Wilton ,Routes 2 & 17,89,Combination
2019-03-30,Saturday,Wiscasset ,Route 1,14178,Pass. Veh
2019-03-30,Saturday,Wiscasset ,Route 1,90,SU Trucks
2019-03-30,Saturday,Wiscasset ,Route 1,184,Combination
2019-03-30,Saturday,York ,Route 1,8010,Pass. Veh
2019-03-30,Saturday,York ,Route 1,36,SU Trucks
2019-03-30,Saturday,York ,Route 1,30,Combination
2019-03-31,Sunday,Auburn ,Veterans Bridge,24847,Pass. Veh
2019-03-31,Sunday,Auburn ,Veterans Bridge,201,SU Trucks
2019-03-31,Sunday,Auburn ,Veterans Bridge,49,Combination
2019-03-31,Sunday,Bangor ,I-95,34720,Pass. Veh
2019-03-31,Sunday,Bangor ,I-95,2654,SU Trucks
2019-03-31,Sunday,Bangor ,I-95,1339,Combination
2019-03-31,Sunday,Brewer ,I-395,20910,Pass. Veh
2019-03-31,Sunday,Brewer ,I-395,531,SU Trucks
2019-03-31,Sunday,Brewer ,I-395,363,Combination
2019-03-31,Sunday,Brunswick ,I-295,34141,Pass. Veh
2019-03-31,Sunday,Brunswick ,I-295,692,SU Trucks
2019-03-31,Sunday,Brunswick ,I-295,1205,Combination
2019-03-31,Sunday,Carmel ,I-95 NB,7701,Pass. Veh
2019-03-31,Sunday,Carmel ,I-95 NB,122,SU Trucks
2019-03-31,Sunday,Carmel ,I-95 NB,426,Combination
2019-03-31,Sunday,Carmel ,I-95 SB,6653,Pass. Veh
2019-03-31,Sunday,Carmel ,I-95 SB,421,SU Trucks
2019-03-31,Sunday,Carmel ,I-95 SB,728,Combination
2019-03-31,Sunday,Freeport ,I-295,38402,Pass. Veh
2019-03-31,Sunday,Freeport ,I-295,783,SU Trucks
2019-03-31,Sunday,Freeport ,I-295,1228,Combination
2019-03-31,Sunday,Howland ,I-95 NB,2836,Pass. Veh
2019-03-31,Sunday,Howland ,I-95 NB,103,SU Trucks
2019-03-31,Sunday,Howland ,I-95 NB,246,Combination
2019-03-31,Sunday,Howland ,I-95 SB,2978,Pass. Veh
2019-03-31,Sunday,Howland ,I-95 SB,183,SU Trucks
2019-03-31,Sunday,Howland ,I-95 SB,465,Combination
2019-03-31,Sunday,Kittery ,I-95,63352,Pass. Veh
2019-03-31,Sunday,Kittery ,I-95,2001,SU Trucks
2019-03-31,Sunday,Kittery ,I-95,3155,Combination
2019-03-31,Sunday,Portland ,1-295 1,35499,Pass. Veh
2019-03-31,Sunday,Portland ,1-295 1,917,SU Trucks
2019-03-31,Sunday,Portland ,1-295 1,1020,Combination
2019-03-31,Sunday,Portland ,I-295 2,49869,Pass. Veh
2019-03-31,Sunday,Portland ,I-295 2,1760,SU Trucks
2019-03-31,Sunday,Portland ,I-295 2,1087,Combination
2019-03-31,Sunday,Portland ,I-295 3,49032,Pass. Veh
2019-03-31,Sunday,Portland ,I-295 3,2925,SU Trucks
2019-03-31,Sunday,Portland ,I-295 3,1234,Combination
2019-03-31,Sunday,Saco ,I-195,7642,Pass. Veh
2019-03-31,Sunday,Saco ,I-195,67,SU Trucks
2019-03-31,Sunday,Saco ,I-195,12,Combination
2019-03-31,Sunday,South Portland,NA,49032,Pass. Veh
2019-03-31,Sunday,South Portland,NA,2925,SU Trucks
2019-03-31,Sunday,South Portland,NA,8876,Combination
2019-03-31,Sunday,Lewiston ,SR 196,7591,Pass. Veh
2019-03-31,Sunday,Lewiston ,SR 196,84,SU Trucks
2019-03-31,Sunday,Lewiston ,SR 196,32,Combination
2019-03-31,Sunday,Berwick ,SR4,6587,Pass. Veh
2019-03-31,Sunday,Berwick ,SR4,116,SU Trucks
2019-03-31,Sunday,Berwick ,SR4,59,Combination
2019-03-31,Sunday,Abbott ,Routes 6&15&16,1981,Pass. Veh
2019-03-31,Sunday,Abbott ,Routes 6&15&16,6,SU Trucks
2019-03-31,Sunday,Abbott ,Routes 6&15&16,136,Combination
2019-03-31,Sunday,Mattawamkeag ,Route 2,440,Pass. Veh
2019-03-31,Sunday,Mattawamkeag ,Route 2,3,SU Trucks
2019-03-31,Sunday,Mattawamkeag ,Route 2,21,Combination
2019-03-31,Sunday,New Portland ,Route 27,2396,Pass. Veh
2019-03-31,Sunday,New Portland ,Route 27,6,SU Trucks
2019-03-31,Sunday,New Portland ,Route 27,158,Combination
2019-03-31,Sunday,Princeton ,Route 1,1158,Pass. Veh
2019-03-31,Sunday,Princeton ,Route 1,8,SU Trucks
2019-03-31,Sunday,Princeton ,Route 1,26,Combination
2019-03-31,Sunday,T22 MD,NA,1516,Pass. Veh
2019-03-31,Sunday,T22 MD,NA,5,SU Trucks
2019-03-31,Sunday,T22 MD,NA,210,Combination
2019-03-31,Sunday,Vassalboro ,Routes 100 & 201,2553,Pass. Veh
2019-03-31,Sunday,Vassalboro ,Routes 100 & 201,10,SU Trucks
2019-03-31,Sunday,Vassalboro ,Routes 100 & 201,16,Combination
2019-03-31,Sunday,Wilton ,Routes 2 & 17,1586,Pass. Veh
2019-03-31,Sunday,Wilton ,Routes 2 & 17,8,SU Trucks
2019-03-31,Sunday,Wilton ,Routes 2 & 17,84,Combination
2019-03-31,Sunday,Wiscasset ,Route 1,11104,Pass. Veh
2019-03-31,Sunday,Wiscasset ,Route 1,49,SU Trucks
2019-03-31,Sunday,Wiscasset ,Route 1,131,Combination
2019-03-31,Sunday,York ,Route 1,6286,Pass. Veh
2019-03-31,Sunday,York ,Route 1,16,SU Trucks
2019-03-31,Sunday,York ,Route 1,32,Combination
2019-04-01,Monday,Auburn ,Veterans Bridge,34117,Pass. Veh
2019-04-01,Monday,Auburn ,Veterans Bridge,513,SU Trucks
2019-04-01,Monday,Auburn ,Veterans Bridge,270,Combination
2019-04-01,Monday,Bangor ,I-95,47601,Pass. Veh
2019-04-01,Monday,Bangor ,I-95,4077,SU Trucks
2019-04-01,Monday,Bangor ,I-95,2797,Combination
2019-04-01,Monday,Brewer ,I-395,31889,Pass. Veh
2019-04-01,Monday,Brewer ,I-395,1624,SU Trucks
2019-04-01,Monday,Brewer ,I-395,1261,Combination
2019-04-01,Monday,Brunswick ,I-295,40135,Pass. Veh
2019-04-01,Monday,Brunswick ,I-295,1422,SU Trucks
2019-04-01,Monday,Brunswick ,I-295,2796,Combination
2019-04-01,Monday,Carmel ,I-95 NB,8899,Pass. Veh
2019-04-01,Monday,Carmel ,I-95 NB,292,SU Trucks
2019-04-01,Monday,Carmel ,I-95 NB,1227,Combination
2019-04-01,Monday,Carmel ,I-95 SB,7622,Pass. Veh
2019-04-01,Monday,Carmel ,I-95 SB,612,SU Trucks
2019-04-01,Monday,Carmel ,I-95 SB,1432,Combination
2019-04-01,Monday,Freeport ,I-295,47529,Pass. Veh
2019-04-01,Monday,Freeport ,I-295,1326,SU Trucks
2019-04-01,Monday,Freeport ,I-295,2771,Combination
2019-04-01,Monday,Howland ,I-95 NB,3508,Pass. Veh
2019-04-01,Monday,Howland ,I-95 NB,95,SU Trucks
2019-04-01,Monday,Howland ,I-95 NB,615,Combination
2019-04-01,Monday,Howland ,I-95 SB,3479,Pass. Veh
2019-04-01,Monday,Howland ,I-95 SB,104,SU Trucks
2019-04-01,Monday,Howland ,I-95 SB,722,Combination
2019-04-01,Monday,Kittery ,I-95,52941,Pass. Veh
2019-04-01,Monday,Kittery ,I-95,2589,SU Trucks
2019-04-01,Monday,Kittery ,I-95,6895,Combination
2019-04-01,Monday,Portland ,1-295 1,45914,Pass. Veh
2019-04-01,Monday,Portland ,1-295 1,1812,SU Trucks
2019-04-01,Monday,Portland ,1-295 1,2090,Combination
2019-04-01,Monday,Portland ,I-295 2,67386,Pass. Veh
2019-04-01,Monday,Portland ,I-295 2,2797,SU Trucks
2019-04-01,Monday,Portland ,I-295 2,2516,Combination
2019-04-01,Monday,Portland ,I-295 3,67205,Pass. Veh
2019-04-01,Monday,Portland ,I-295 3,4031,SU Trucks
2019-04-01,Monday,Portland ,I-295 3,2839,Combination
2019-04-01,Monday,Saco ,I-195,9503,Pass. Veh
2019-04-01,Monday,Saco ,I-195,273,SU Trucks
2019-04-01,Monday,Saco ,I-195,98,Combination
2019-04-01,Monday,South Portland,NA,67205,Pass. Veh
2019-04-01,Monday,South Portland,NA,4031,SU Trucks
2019-04-01,Monday,South Portland,NA,12342,Combination
2019-04-01,Monday,Lewiston ,SR 196,11694,Pass. Veh
2019-04-01,Monday,Lewiston ,SR 196,390,SU Trucks
2019-04-01,Monday,Lewiston ,SR 196,200,Combination
2019-04-01,Monday,Berwick ,SR4,9263,Pass. Veh
2019-04-01,Monday,Berwick ,SR4,435,SU Trucks
2019-04-01,Monday,Berwick ,SR4,322,Combination
2019-04-01,Monday,Abbott ,Routes 6&15&16,2276,Pass. Veh
2019-04-01,Monday,Abbott ,Routes 6&15&16,72,SU Trucks
2019-04-01,Monday,Abbott ,Routes 6&15&16,129,Combination
2019-04-01,Monday,Mattawamkeag ,Route 2,NA,Pass. Veh
2019-04-01,Monday,Mattawamkeag ,Route 2,NA,SU Trucks
2019-04-01,Monday,Mattawamkeag ,Route 2,NA,Combination
2019-04-01,Monday,New Portland ,Route 27,NA,Pass. Veh
2019-04-01,Monday,New Portland ,Route 27,NA,SU Trucks
2019-04-01,Monday,New Portland ,Route 27,NA,Combination
2019-04-01,Monday,Princeton ,Route 1,1787,Pass. Veh
2019-04-01,Monday,Princeton ,Route 1,49,SU Trucks
2019-04-01,Monday,Princeton ,Route 1,390,Combination
2019-04-01,Monday,T22 MD,NA,1669,Pass. Veh
2019-04-01,Monday,T22 MD,NA,69,SU Trucks
2019-04-01,Monday,T22 MD,NA,385,Combination
2019-04-01,Monday,Vassalboro ,Routes 100 & 201,4167,Pass. Veh
2019-04-01,Monday,Vassalboro ,Routes 100 & 201,112,SU Trucks
2019-04-01,Monday,Vassalboro ,Routes 100 & 201,93,Combination
2019-04-01,Monday,Wilton ,Routes 2 & 17,2222,Pass. Veh
2019-04-01,Monday,Wilton ,Routes 2 & 17,79,SU Trucks
2019-04-01,Monday,Wilton ,Routes 2 & 17,505,Combination
2019-04-01,Monday,Wiscasset ,Route 1,14737,Pass. Veh
2019-04-01,Monday,Wiscasset ,Route 1,327,SU Trucks
2019-04-01,Monday,Wiscasset ,Route 1,393,Combination
2019-04-01,Monday,York ,Route 1,5978,Pass. Veh
2019-04-01,Monday,York ,Route 1,165,SU Trucks
2019-04-01,Monday,York ,Route 1,77,Combination
2019-04-02,Tuesday,Auburn ,Veterans Bridge,34494,Pass. Veh
2019-04-02,Tuesday,Auburn ,Veterans Bridge,514,SU Trucks
2019-04-02,Tuesday,Auburn ,Veterans Bridge,220,Combination
2019-04-02,Tuesday,Bangor ,I-95,49028,Pass. Veh
2019-04-02,Tuesday,Bangor ,I-95,4129,SU Trucks
2019-04-02,Tuesday,Bangor ,I-95,3083,Combination
2019-04-02,Tuesday,Brewer ,I-395,32563,Pass. Veh
2019-04-02,Tuesday,Brewer ,I-395,1810,SU Trucks
2019-04-02,Tuesday,Brewer ,I-395,1245,Combination
2019-04-02,Tuesday,Brunswick ,I-295,42294,Pass. Veh
2019-04-02,Tuesday,Brunswick ,I-295,1421,SU Trucks
2019-04-02,Tuesday,Brunswick ,I-295,3031,Combination
2019-04-02,Tuesday,Carmel ,I-95 NB,8684,Pass. Veh
2019-04-02,Tuesday,Carmel ,I-95 NB,349,SU Trucks
2019-04-02,Tuesday,Carmel ,I-95 NB,1302,Combination
2019-04-02,Tuesday,Carmel ,I-95 SB,7889,Pass. Veh
2019-04-02,Tuesday,Carmel ,I-95 SB,636,SU Trucks
2019-04-02,Tuesday,Carmel ,I-95 SB,1511,Combination
2019-04-02,Tuesday,Freeport ,I-295,49684,Pass. Veh
2019-04-02,Tuesday,Freeport ,I-295,1358,SU Trucks
2019-04-02,Tuesday,Freeport ,I-295,3022,Combination
2019-04-02,Tuesday,Howland ,I-95 NB,3658,Pass. Veh
2019-04-02,Tuesday,Howland ,I-95 NB,99,SU Trucks
2019-04-02,Tuesday,Howland ,I-95 NB,703,Combination
2019-04-02,Tuesday,Howland ,I-95 SB,3605,Pass. Veh
2019-04-02,Tuesday,Howland ,I-95 SB,101,SU Trucks
2019-04-02,Tuesday,Howland ,I-95 SB,780,Combination
2019-04-02,Tuesday,Kittery ,I-95,53160,Pass. Veh
2019-04-02,Tuesday,Kittery ,I-95,2564,SU Trucks
2019-04-02,Tuesday,Kittery ,I-95,7429,Combination
2019-04-02,Tuesday,Portland ,1-295 1,48469,Pass. Veh
2019-04-02,Tuesday,Portland ,1-295 1,1990,SU Trucks
2019-04-02,Tuesday,Portland ,1-295 1,2260,Combination
2019-04-02,Tuesday,Portland ,I-295 2,69949,Pass. Veh
2019-04-02,Tuesday,Portland ,I-295 2,3026,SU Trucks
2019-04-02,Tuesday,Portland ,I-295 2,2728,Combination
2019-04-02,Tuesday,Portland ,I-295 3,69404,Pass. Veh
2019-04-02,Tuesday,Portland ,I-295 3,4259,SU Trucks
2019-04-02,Tuesday,Portland ,I-295 3,3015,Combination
2019-04-02,Tuesday,Saco ,I-195,9798,Pass. Veh
2019-04-02,Tuesday,Saco ,I-195,270,SU Trucks
2019-04-02,Tuesday,Saco ,I-195,86,Combination
2019-04-02,Tuesday,South Portland,NA,69404,Pass. Veh
2019-04-02,Tuesday,South Portland,NA,4259,SU Trucks
2019-04-02,Tuesday,South Portland,NA,12813,Combination
2019-04-02,Tuesday,Lewiston ,SR 196,12048,Pass. Veh
2019-04-02,Tuesday,Lewiston ,SR 196,372,SU Trucks
2019-04-02,Tuesday,Lewiston ,SR 196,194,Combination
2019-04-02,Tuesday,Berwick ,SR4,9737,Pass. Veh
2019-04-02,Tuesday,Berwick ,SR4,482,SU Trucks
2019-04-02,Tuesday,Berwick ,SR4,307,Combination
2019-04-02,Tuesday,Abbott ,Routes 6&15&16,2345,Pass. Veh
2019-04-02,Tuesday,Abbott ,Routes 6&15&16,83,SU Trucks
2019-04-02,Tuesday,Abbott ,Routes 6&15&16,131,Combination
2019-04-02,Tuesday,Mattawamkeag ,Route 2,599,Pass. Veh
2019-04-02,Tuesday,Mattawamkeag ,Route 2,33,SU Trucks
2019-04-02,Tuesday,Mattawamkeag ,Route 2,107,Combination
2019-04-02,Tuesday,New Portland ,Route 27,1774,Pass. Veh
2019-04-02,Tuesday,New Portland ,Route 27,34,SU Trucks
2019-04-02,Tuesday,New Portland ,Route 27,364,Combination
2019-04-02,Tuesday,Princeton ,Route 1,1888,Pass. Veh
2019-04-02,Tuesday,Princeton ,Route 1,49,SU Trucks
2019-04-02,Tuesday,Princeton ,Route 1,431,Combination
2019-04-02,Tuesday,T22 MD,NA,1634,Pass. Veh
2019-04-02,Tuesday,T22 MD,NA,52,SU Trucks
2019-04-02,Tuesday,T22 MD,NA,398,Combination
2019-04-02,Tuesday,Vassalboro ,Routes 100 & 201,4241,Pass. Veh
2019-04-02,Tuesday,Vassalboro ,Routes 100 & 201,109,SU Trucks
2019-04-02,Tuesday,Vassalboro ,Routes 100 & 201,96,Combination
2019-04-02,Tuesday,Wilton ,Routes 2 & 17,2311,Pass. Veh
2019-04-02,Tuesday,Wilton ,Routes 2 & 17,77,SU Trucks
2019-04-02,Tuesday,Wilton ,Routes 2 & 17,544,Combination
2019-04-02,Tuesday,Wiscasset ,Route 1,15193,Pass. Veh
2019-04-02,Tuesday,Wiscasset ,Route 1,377,SU Trucks
2019-04-02,Tuesday,Wiscasset ,Route 1,439,Combination
2019-04-02,Tuesday,York ,Route 1,6270,Pass. Veh
2019-04-02,Tuesday,York ,Route 1,197,SU Trucks
2019-04-02,Tuesday,York ,Route 1,83,Combination
2019-04-03,Wednesday,Auburn ,Veterans Bridge,34710,Pass. Veh
2019-04-03,Wednesday,Auburn ,Veterans Bridge,571,SU Trucks
2019-04-03,Wednesday,Auburn ,Veterans Bridge,233,Combination
2019-04-03,Wednesday,Bangor ,I-95,43958,Pass. Veh
2019-04-03,Wednesday,Bangor ,I-95,3975,SU Trucks
2019-04-03,Wednesday,Bangor ,I-95,2956,Combination
2019-04-03,Wednesday,Brewer ,I-395,28418,Pass. Veh
2019-04-03,Wednesday,Brewer ,I-395,1405,SU Trucks
2019-04-03,Wednesday,Brewer ,I-395,1079,Combination
2019-04-03,Wednesday,Brunswick ,I-295,41420,Pass. Veh
2019-04-03,Wednesday,Brunswick ,I-295,1362,SU Trucks
2019-04-03,Wednesday,Brunswick ,I-295,2887,Combination
2019-04-03,Wednesday,Carmel ,I-95 NB,7900,Pass. Veh
2019-04-03,Wednesday,Carmel ,I-95 NB,295,SU Trucks
2019-04-03,Wednesday,Carmel ,I-95 NB,1308,Combination
2019-04-03,Wednesday,Carmel ,I-95 SB,6431,Pass. Veh
2019-04-03,Wednesday,Carmel ,I-95 SB,465,SU Trucks
2019-04-03,Wednesday,Carmel ,I-95 SB,1166,Combination
2019-04-03,Wednesday,Freeport ,I-295,48930,Pass. Veh
2019-04-03,Wednesday,Freeport ,I-295,1283,SU Trucks
2019-04-03,Wednesday,Freeport ,I-295,2923,Combination
2019-04-03,Wednesday,Howland ,I-95 NB,3150,Pass. Veh
2019-04-03,Wednesday,Howland ,I-95 NB,112,SU Trucks
2019-04-03,Wednesday,Howland ,I-95 NB,627,Combination
2019-04-03,Wednesday,Howland ,I-95 SB,3089,Pass. Veh
2019-04-03,Wednesday,Howland ,I-95 SB,93,SU Trucks
2019-04-03,Wednesday,Howland ,I-95 SB,691,Combination
2019-04-03,Wednesday,Kittery ,I-95,52102,Pass. Veh
2019-04-03,Wednesday,Kittery ,I-95,2646,SU Trucks
2019-04-03,Wednesday,Kittery ,I-95,7409,Combination
2019-04-03,Wednesday,Portland ,1-295 1,47321,Pass. Veh
2019-04-03,Wednesday,Portland ,1-295 1,1819,SU Trucks
2019-04-03,Wednesday,Portland ,1-295 1,2204,Combination
2019-04-03,Wednesday,Portland ,I-295 2,69232,Pass. Veh
2019-04-03,Wednesday,Portland ,I-295 2,3334,SU Trucks
2019-04-03,Wednesday,Portland ,I-295 2,2683,Combination
2019-04-03,Wednesday,Portland ,I-295 3,68556,Pass. Veh
2019-04-03,Wednesday,Portland ,I-295 3,3972,SU Trucks
2019-04-03,Wednesday,Portland ,I-295 3,2858,Combination
2019-04-03,Wednesday,Saco ,I-195,9742,Pass. Veh
2019-04-03,Wednesday,Saco ,I-195,262,SU Trucks
2019-04-03,Wednesday,Saco ,I-195,68,Combination
2019-04-03,Wednesday,South Portland,NA,68556,Pass. Veh
2019-04-03,Wednesday,South Portland,NA,3972,SU Trucks
2019-04-03,Wednesday,South Portland,NA,12600,Combination
2019-04-03,Wednesday,Lewiston ,SR 196,12012,Pass. Veh
2019-04-03,Wednesday,Lewiston ,SR 196,374,SU Trucks
2019-04-03,Wednesday,Lewiston ,SR 196,174,Combination
2019-04-03,Wednesday,Berwick ,SR4,9460,Pass. Veh
2019-04-03,Wednesday,Berwick ,SR4,435,SU Trucks
2019-04-03,Wednesday,Berwick ,SR4,315,Combination
2019-04-03,Wednesday,Abbott ,Routes 6&15&16,2171,Pass. Veh
2019-04-03,Wednesday,Abbott ,Routes 6&15&16,75,SU Trucks
2019-04-03,Wednesday,Abbott ,Routes 6&15&16,103,Combination
2019-04-03,Wednesday,Mattawamkeag ,Route 2,440,Pass. Veh
2019-04-03,Wednesday,Mattawamkeag ,Route 2,16,SU Trucks
2019-04-03,Wednesday,Mattawamkeag ,Route 2,61,Combination
2019-04-03,Wednesday,New Portland ,Route 27,NA,Pass. Veh
2019-04-03,Wednesday,New Portland ,Route 27,NA,SU Trucks
2019-04-03,Wednesday,New Portland ,Route 27,NA,Combination
2019-04-03,Wednesday,Princeton ,Route 1,1358,Pass. Veh
2019-04-03,Wednesday,Princeton ,Route 1,80,SU Trucks
2019-04-03,Wednesday,Princeton ,Route 1,338,Combination
2019-04-03,Wednesday,T22 MD,NA,1129,Pass. Veh
2019-04-03,Wednesday,T22 MD,NA,56,SU Trucks
2019-04-03,Wednesday,T22 MD,NA,318,Combination
2019-04-03,Wednesday,Vassalboro ,Routes 100 & 201,4379,Pass. Veh
2019-04-03,Wednesday,Vassalboro ,Routes 100 & 201,78,SU Trucks
2019-04-03,Wednesday,Vassalboro ,Routes 100 & 201,81,Combination
2019-04-03,Wednesday,Wilton ,Routes 2 & 17,2072,Pass. Veh
2019-04-03,Wednesday,Wilton ,Routes 2 & 17,64,SU Trucks
2019-04-03,Wednesday,Wilton ,Routes 2 & 17,550,Combination
2019-04-03,Wednesday,Wiscasset ,Route 1,14777,Pass. Veh
2019-04-03,Wednesday,Wiscasset ,Route 1,356,SU Trucks
2019-04-03,Wednesday,Wiscasset ,Route 1,376,Combination
2019-04-03,Wednesday,York ,Route 1,6122,Pass. Veh
2019-04-03,Wednesday,York ,Route 1,118,SU Trucks
2019-04-03,Wednesday,York ,Route 1,65,Combination
2019-04-04,Thursday,Auburn ,Veterans Bridge,34947,Pass. Veh
2019-04-04,Thursday,Auburn ,Veterans Bridge,685,SU Trucks
2019-04-04,Thursday,Auburn ,Veterans Bridge,290,Combination
2019-04-04,Thursday,Bangor ,I-95,50031,Pass. Veh
2019-04-04,Thursday,Bangor ,I-95,4323,SU Trucks
2019-04-04,Thursday,Bangor ,I-95,2978,Combination
2019-04-04,Thursday,Brewer ,I-395,33561,Pass. Veh
2019-04-04,Thursday,Brewer ,I-395,1785,SU Trucks
2019-04-04,Thursday,Brewer ,I-395,1285,Combination
2019-04-04,Thursday,Brunswick ,I-295,44520,Pass. Veh
2019-04-04,Thursday,Brunswick ,I-295,1457,SU Trucks
2019-04-04,Thursday,Brunswick ,I-295,2854,Combination
2019-04-04,Thursday,Carmel ,I-95 NB,9133,Pass. Veh
2019-04-04,Thursday,Carmel ,I-95 NB,351,SU Trucks
2019-04-04,Thursday,Carmel ,I-95 NB,1422,Combination
2019-04-04,Thursday,Carmel ,I-95 SB,8663,Pass. Veh
2019-04-04,Thursday,Carmel ,I-95 SB,682,SU Trucks
2019-04-04,Thursday,Carmel ,I-95 SB,1317,Combination
2019-04-04,Thursday,Freeport ,I-295,50944,Pass. Veh
2019-04-04,Thursday,Freeport ,I-295,1565,SU Trucks
